ConsumerID,Frequency,Recency,Money
165743,12,68,6130
121873,5,88,272
167366,1,63,109
132152,2,335,476
78003,1,201,1205
53117,11,35,5001
96987,1,175,1782
123496,4,268,2739
151136,2,148,102
174399,1,103,238
54740,1,361,272
148196,4,131,7737
171342,6,83,906
183745,1,110,209
201057,1,174,1245
23170,1,161,498
40482,1,297,612
167097,1,115,209
150117,3,207,747
143951,1,285,119
140725,7,109,442
66639,2,162,996
174568,1,115,34
89785,3,107,1245
197499,1,52,837
180519,2,30,594
197831,1,43,897
191548,1,57,777
83834,3,324,1367
134774,3,301,136
163871,1,264,209
146891,1,212,249
82815,13,51,1537
29121,5,76,9422
167383,1,114,3168
120688,7,139,3984
198518,1,52,797
194605,1,49,34
150403,1,329,119
143665,1,249,99
116775,1,198,2988
181538,1,76,99
171628,1,72,558
177293,3,129,5739
147578,1,279,598
138000,1,312,209
164890,5,61,5321
147910,4,202,3078
133755,3,194,777
144638,3,10,4106
198000,1,41,897
144970,4,19,2799
66353,2,229,792
33180,1,369,498
117293,1,342,837
164372,1,192,299
127658,2,89,418
170323,2,138,418
167598,2,54,416
83101,4,66,406
170841,1,72,204
161432,1,85,109
15181,2,316,477
153529,7,204,1893
96755,1,180,34
140207,1,225,249
160127,8,55,1832
195292,2,13,600
194087,1,43,249
150635,3,14,6225
119669,1,357,249
133323,3,263,747
131030,1,314,34
121538,1,374,99
113718,2,350,198
93529,5,96,1239
104226,1,177,136
134256,1,142,996
190861,1,46,279
185282,1,54,598
50177,9,55,7787
32447,10,76,14658
168634,2,51,1013
194774,1,142,119
154147,1,294,279
151322,1,232,209
212086,1,118,249
69579,3,53,1604
163639,5,202,2386
130097,1,368,209
116944,8,153,1584
147409,1,279,34
164157,5,63,517
191379,1,95,209
168116,1,98,68
140894,1,300,598
158206,2,130,1524
96237,1,180,198
150804,1,328,249
174067,1,104,299
194256,1,174,1494
174917,2,19,897
187403,1,48,777
197482,1,52,837
127890,1,140,340
136463,2,322,837
170091,1,91,238
119151,1,362,209
62045,1,369,198
66871,1,324,109
104744,1,321,249
49559,3,324,297
157605,1,183,99
190011,1,40,249
124950,6,215,1384
109759,2,207,1494
103808,1,177,34
187117,1,48,498
59838,2,10,5301
181452,2,65,897
181120,1,76,1794
198432,1,52,777
204515,2,26,1026
126267,1,141,279
106951,1,138,418
133841,8,142,3417
151153,1,354,1045
164140,4,185,136
155398,1,276,209
204183,1,40,34
160745,5,5,2171
50578,7,52,1893
171860,2,31,897
188090,1,46,1116
137150,7,35,3128
137482,6,90,1833
154548,1,184,996
154462,1,226,1494
127203,1,175,1245
143433,1,254,249
144183,1,103,119
195123,3,113,495
160413,1,186,2392
126871,1,175,2392
177811,1,107,119
120920,1,352,109
73841,1,265,654
40064,3,83,297
183327,3,45,3069
188740,1,75,99
104243,4,25,1868
75613,2,216,8964
83433,1,64,109
130798,5,325,2088
131634,1,344,498
153861,1,244,34
148946,1,260,34
43894,1,244,996
184263,2,64,408
111714,7,15,2106
121206,7,129,1338
164289,2,1,862
178312,2,38,996
193755,2,24,68
195624,1,144,109
187804,1,47,717
117376,2,130,4731
90572,2,316,1494
20980,7,265,2909
86041,1,357,897
123327,1,358,418
8729,7,11,3511
134342,1,141,297
167884,1,135,347
177376,1,173,2790
137585,1,333,2392
158432,1,272,109
139863,1,216,249
167105,1,114,747
141635,2,117,68
120530,3,224,773
175595,1,59,209
142637,1,355,299
19099,1,349,747
96062,1,180,996
193079,1,94,68
108362,1,14,34
120679,1,358,418
141237,1,300,109
154639,2,173,238
151814,1,272,109
160470,1,186,99
172372,2,73,418
194430,1,120,109
185774,1,105,209
29178,25,2,32584
173723,4,7,1045
131107,2,372,2490
43367,1,316,418
139763,1,256,209
151665,1,272,209
165067,1,241,68
106590,1,165,119
194330,1,151,209
152767,2,71,5096
49132,9,12,3394
153016,3,97,921
84930,11,11,5234
163344,2,87,996
188316,1,48,119
188814,1,74,68
93337,11,19,2444
144360,2,12,1046
163095,4,164,1902
57788,2,309,447
169581,2,45,419
144111,1,154,249
16025,2,111,4905
172521,1,88,119
181177,1,75,119
162242,1,91,837
153537,6,114,2947
100974,2,187,2184
155707,1,266,209
162193,1,149,209
128067,1,136,209
135100,6,228,6693
109630,1,240,249
170898,1,113,3486
5746,2,293,2784
126444,3,320,747
160570,2,207,348
38355,22,57,4398
47260,3,83,1245
199093,4,20,1245
103865,2,140,4384
173374,1,129,996
142239,1,132,418
76225,3,301,1613
8222,2,315,198
161472,1,186,209
164718,1,135,109
64323,10,48,2490
190437,3,10,8358
142488,4,245,1194
133832,1,346,1953
168207,1,59,279
59162,3,209,717
16274,6,11,1287
172770,4,10,8230
115916,5,52,4525
191705,3,67,576
183049,2,60,668
111502,4,135,3887
113125,12,42,12889
140765,1,322,209
126195,1,142,209
152163,1,102,238
131960,7,28,1773
36981,4,100,2376
183149,1,55,34
176414,1,108,297
123304,1,132,996
193477,1,71,299
28325,6,235,12458
157679,2,208,2910
148774,2,295,1850
157430,4,255,1794
69690,1,327,498
167609,3,55,1953
157330,2,103,3826
190288,1,42,931
193577,1,49,249
70088,4,162,996
121532,1,331,627
90695,5,244,3138
168107,1,98,545
147002,1,211,198
142139,1,254,209
178286,2,55,1584
167709,2,40,68
111104,5,142,5499
121432,2,231,238
126593,2,271,684
159302,4,132,2361
178037,1,105,209
147400,2,173,985
50755,1,260,249
167958,1,188,119
204005,1,196,99
147151,1,217,209
186942,1,122,209
167858,2,71,498
78495,8,39,10812
80118,10,81,1584
166235,1,69,418
178137,1,106,775
188416,1,47,797
148874,1,224,249
157579,1,243,109
136972,1,56,299
12985,5,22,3906
147251,2,240,836
138595,3,210,1992
147300,2,260,498
159202,1,239,119
162259,1,91,612
187729,2,9,2389
144947,2,79,313
31067,1,97,119
119809,1,367,498
136789,5,324,3288
101240,1,207,299
109398,1,204,119
170417,1,130,1116
144260,2,78,204
187042,1,49,857
212180,2,130,3012
190669,1,55,897
30380,1,96,1188
161240,1,295,279
93105,1,368,249
161572,1,150,34
186710,1,97,279
178552,1,73,279
135083,4,133,5033
152063,2,75,2175
168711,2,50,996
197925,1,51,558
185691,1,71,299
68654,3,242,1245
141320,2,283,498
146985,2,189,418
186023,1,156,209
163965,1,174,1494
113357,1,138,996
119594,1,316,279
107692,5,255,1608
107360,2,174,4982
124672,1,371,119
134751,1,365,249
164297,1,191,1116
108379,19,20,4331
145966,6,62,2811
185004,1,78,425
167692,1,61,897
57771,1,234,1674
163278,1,305,119
112338,1,268,1526
134064,1,327,34
125691,1,328,249
108711,2,173,792
35813,2,257,3456
105654,8,17,15495
98083,4,202,604
70692,1,354,747
123553,1,356,299
192143,2,54,238
166003,1,163,558
182966,1,55,777
88691,6,96,1565
178876,3,36,747
16721,2,317,558
41607,2,264,996
135006,4,302,986
162889,1,266,109
170220,2,149,747
64578,5,63,594
119019,1,360,34
85577,9,24,2331
117004,8,13,5976
173317,1,129,2072
147349,5,53,2026
168448,4,6,693
29264,1,176,2988
159792,1,102,558
95905,1,331,566
103479,1,199,209
141890,1,255,1782
126307,1,140,209
86513,5,99,5129
97588,3,132,11454
172006,2,95,418
143287,1,154,279
154694,1,184,2376
160599,1,235,68
18593,1,174,249
143619,2,336,1395
92347,2,337,498
12427,1,328,498
171674,1,72,357
92679,5,134,495
138046,1,220,299
197167,2,14,837
66307,19,9,6753
174021,5,6,1090
174900,1,44,837
123081,5,25,1415
32347,3,11,1842
179855,2,11,777
44040,1,17,498
157373,1,307,299
141272,2,266,598
140061,1,281,418
192212,1,71,279
149739,4,102,7179
165554,2,103,2304
138332,4,88,795
199182,1,94,3588
166719,1,117,249
184031,3,65,1071
176629,1,56,777
138664,1,344,119
176961,1,109,747
193941,1,50,34
167051,1,115,209
182016,1,73,119
116629,10,87,1359
198664,2,18,1793
186971,1,53,837
111674,1,362,279
77382,4,3,4482
147724,1,276,209
165036,1,241,119
150257,1,232,99
169991,1,150,996
99317,3,273,1524
94362,3,324,396
60734,1,303,558
89739,3,286,317
164704,1,135,209
116397,20,15,27488
147363,4,118,1463
175418,1,44,578
168262,1,99,119
22337,1,199,209
118644,2,281,204
139543,1,367,68
124810,1,370,458
42311,7,139,1743
130051,3,279,327
144784,1,103,99
156855,1,144,209
152965,11,8,5079
193423,2,37,1196
128036,3,6,1395
57608,7,211,1559
119005,1,316,297
144137,1,174,119
149971,1,132,279
126825,1,175,1977
170277,1,159,34
195438,1,51,1013
151986,1,103,714
153483,11,3,10404
117608,13,15,8824
75653,6,71,4510
163393,2,17,6696
20794,2,195,2988
134920,1,321,2988
74156,5,139,8038
162975,1,194,498
146745,1,222,279
212232,3,103,1234
190715,1,55,1930
178272,1,71,119
141558,3,227,408
85663,1,341,198
112885,5,165,1045
151468,1,246,249
103393,1,203,99
102975,1,203,209
168780,1,98,299
207363,1,120,249
173403,1,129,1495
194920,1,183,877
119623,6,227,1683
86081,3,230,1777
90950,6,216,453
178690,1,113,3348
98106,4,224,2739
123313,3,309,837
158352,1,271,119
133795,2,201,418
82855,1,341,1245
141040,1,285,119
129965,1,370,109
21919,1,348,498
166072,4,144,3486
5543,9,25,2599
161578,3,95,297
132573,2,257,654
149092,11,0,3177
110638,12,71,3536
148760,1,338,109
161246,1,295,249
153715,1,228,119
144266,1,103,297
178558,1,73,119
166201,1,70,243
183513,1,55,747
35341,2,265,996
91986,5,201,645
131780,1,344,3734
159563,1,58,897
159231,8,42,1190
72659,11,75,3243
167137,1,114,209
174382,1,104,1992
184449,2,51,897
155730,1,265,34
176543,2,106,418
130844,8,53,5175
184117,2,28,1116
61999,3,254,747
38281,3,312,4980
133509,3,212,3646
191694,2,42,228
182434,1,55,3059
81919,20,2,3318
193709,6,0,763
132859,1,302,68
89825,1,345,249
82251,1,330,249
177479,1,173,2312
160167,1,145,99
127057,5,1,5021
175750,2,40,897
185242,1,54,249
158438,1,270,1674
167930,1,134,340
137296,1,369,119
155444,1,275,299
154608,1,181,299
147031,1,210,418
79111,1,192,1992
126221,1,142,209
152836,13,4,11885
187257,1,49,777
127704,2,54,388
174771,1,55,777
145016,1,238,598
119337,1,357,299
10498,1,343,99
157502,1,144,249
157459,1,145,299
178309,1,71,249
166407,3,48,2174
188342,1,48,74
121996,2,193,1016
44584,3,138,3237
131488,1,314,1395
200144,1,44,299
154943,8,7,942
137797,5,119,3334
197393,1,44,797
171757,1,112,249
180413,2,11,797
191654,2,71,198
171923,2,52,436
146287,1,213,119
86596,2,279,1494
163267,1,306,102
188737,1,75,34
94588,1,133,747
172398,4,63,3300
163410,2,124,498
146430,5,44,6919
146928,3,12,1168
60485,9,57,6225
137940,4,134,1870
111425,1,176,34
120081,1,314,558
94445,1,314,498
128571,2,149,498
138438,3,185,597
163908,2,193,4780
171900,1,90,68
195355,3,7,3101
76068,1,77,1743
144415,4,13,8360
190280,1,42,136
87970,5,29,1231
79646,7,174,1538
186699,1,97,249
148325,1,345,598
156981,1,241,299
159898,1,147,209
152739,1,147,249
190941,1,134,209
161395,1,109,1196
84083,2,19,1836
156958,1,241,249
187340,2,14,1074
102440,5,147,3069
122998,4,244,1365
113629,2,129,2241
148302,1,345,209
136400,1,352,495
153380,2,146,170
109387,2,184,598
145056,1,255,249
165282,1,168,498
188408,1,47,897
185325,1,53,34
151365,3,82,272
184323,2,100,238
144956,2,59,4347
74030,3,133,1443
73028,10,186,2031
107913,1,335,498
170426,1,110,238
159357,1,237,209
161770,1,155,99
158455,3,24,467
158996,6,138,3735
107011,2,70,7172
126038,9,188,5914
151342,2,160,674
150340,1,330,498
108013,1,361,102
134528,1,330,119
117382,3,227,747
74053,6,70,727
159998,1,146,299
194353,1,122,34
182451,1,74,74
161229,11,5,9195
169885,1,131,996
172298,1,167,68
157983,2,136,598
84558,5,215,525
96460,1,368,299
93214,1,354,109
138338,1,215,558
207755,1,170,99
173795,1,117,34
127910,1,125,119
170526,2,72,1741
180313,1,66,34
84458,1,127,1863
124000,1,374,747
148468,2,233,418
161870,1,308,498
139812,1,217,249
173772,1,87,99
170755,1,129,996
172925,1,55,444
198395,1,44,777
179411,1,85,34
145285,4,177,1188
128471,1,327,204
119815,2,139,2990
153941,1,222,249
95613,27,3,12433
189882,1,41,299
76629,5,69,1245
86957,1,359,3620
120456,7,314,10456
155756,3,8,8130
25228,4,189,4981
112427,1,360,34
207655,1,173,99
146553,1,212,279
164412,1,193,299
60585,2,90,747
197768,1,44,1793
168883,2,53,777
187867,1,46,857
164469,1,192,299
133426,1,304,209
124770,1,350,119
117943,2,157,170
53174,2,228,528
155813,1,283,109
72158,2,189,498
130486,5,10,2022
191754,1,82,703
186799,1,84,279
197127,1,42,109
179852,2,11,777
158753,1,70,68
167409,1,115,119
153884,1,223,99
97485,10,188,2490
110555,1,362,249
140814,2,271,2241
118584,1,320,597
148425,1,314,2082
149470,1,321,68
118484,1,133,3627
195896,1,46,797
187240,2,19,1752
109828,6,100,1232
30744,1,146,327
108156,1,373,249
71113,1,130,249
135298,1,125,119
81441,1,369,299
133383,1,305,34
132885,1,301,34
158853,1,232,249
143954,1,285,249
212710,2,172,1353
152510,6,72,6200
176812,3,40,996
184927,1,80,119
20316,19,16,6941
195255,1,51,897
133483,4,225,996
108056,6,191,2910
133526,1,302,34
132985,2,183,498
195796,1,196,218
185468,1,80,209
35115,1,183,1494
185368,1,53,797
88972,7,8,10302
97628,15,30,7804
112527,4,58,605
131511,5,0,2410
166384,1,163,249
143413,2,195,697
121183,8,197,3109
122855,1,347,299
145826,1,262,1694
43771,1,293,209
154482,2,209,348
135398,9,14,5906
131611,7,11,4811
174940,1,44,777
173474,1,55,837
139514,4,173,2398
20771,1,351,297
114831,1,352,119
157496,1,144,119
156826,1,144,209
55733,2,82,747
148004,1,282,34
46241,1,238,1644
140301,1,255,249
132143,1,244,279
165316,1,167,109
164967,8,44,4932
150729,4,19,3735
160221,1,96,119
137576,11,38,1782
82222,2,275,747
138827,1,286,1287
132830,1,303,68
121515,1,331,119
111436,1,176,209
191356,1,93,279
169962,2,61,68
142222,7,76,1839
155575,4,75,1992
61515,2,73,2490
87655,5,40,4154
187961,1,47,857
198240,1,51,640
104967,4,256,996
170649,1,58,717
188748,1,75,279
116082,2,239,850
112123,3,314,3735
171436,1,111,279
159534,3,166,2688
48966,17,1,9047
179826,1,84,299
188399,1,47,2990
197138,1,42,34
171668,1,72,249
119139,6,109,5230
127297,1,316,34
49049,3,313,1751
118807,1,316,34
144277,1,102,119
136119,1,132,34
136557,1,131,1324
168728,3,11,7137
22892,5,90,2857
177218,2,130,2112
126278,5,4,2212
100808,6,9,2864
162027,1,306,34
41495,2,240,498
143590,2,83,1308
153869,2,193,3068
39872,1,12,209
128399,2,316,1197
66965,2,336,396
151748,2,215,656
207417,7,39,346
146398,6,95,2180
195432,2,50,777
129418,3,90,5133
195515,2,46,193
178120,2,72,418
173789,1,117,209
168124,1,98,119
100204,1,345,2490
129086,1,354,34
150812,1,355,1275
156477,1,244,99
176199,1,127,209
178203,1,105,209
59245,1,230,1188
112106,2,223,1743
156809,3,10,955
117184,5,94,1506
69905,2,129,1494
80971,6,235,594
96477,17,10,13675
206730,7,0,9301
102514,8,88,6896
177184,3,15,1295
177516,2,40,876
179139,1,85,68
194496,1,180,99
130105,3,322,2329
79165,1,326,177
119826,1,362,299
98887,1,305,249
155790,1,268,299
157413,1,145,299
184655,6,15,5340
174576,3,43,1245
175412,1,44,1273
182734,1,173,996
131041,1,314,249
157264,2,166,807
140533,1,219,119
122883,1,217,119
150961,13,52,1833
164984,5,12,2289
61598,1,129,279
190454,1,41,797
124655,6,193,5944
139846,1,283,99
114376,2,182,4233
155492,4,252,238
132813,1,304,99
150125,2,335,198
160553,2,153,2241
191688,2,35,498
172455,3,79,357
154556,1,291,3261
111519,1,374,34
55501,1,364,1494
142654,1,293,209
73649,3,216,2743
125342,2,295,846
133162,1,348,558
143241,1,285,119
121947,10,12,8288
210474,2,10,2988
193162,2,21,68
200195,1,51,249
190752,2,48,68
133849,4,285,656
163948,1,195,1475
192375,1,51,34
182883,1,127,299
145362,3,75,4283
128050,1,136,2659
22826,3,166,770
117971,10,201,2458
41561,3,177,578
119892,1,361,348
154018,1,220,598
109315,1,207,99
171519,2,43,2331
125608,1,347,119
23347,4,108,3913
91482,2,262,807
133766,1,322,348
74668,1,287,1254
100138,1,156,209
132747,6,12,11750
181194,4,7,5332
172538,1,88,34
130254,3,96,1901
185608,1,54,837
138910,16,9,10748
143324,2,242,1743
194264,2,108,4482
163882,1,263,119
202920,1,43,498
151980,3,71,1106
141403,3,58,12162
63072,4,9,3834
121598,10,248,3289
119677,3,285,747
134668,1,366,34
195283,2,13,3698
207566,5,62,2390
203939,2,152,348
177971,1,106,1188
131273,1,345,119
186627,6,71,843
144343,1,102,99
21807,1,10,299
135687,1,372,238
164901,2,148,327
113961,4,224,1881
140384,2,264,578
152999,1,334,99
176497,2,20,4926
113059,5,109,3975
140450,8,166,2232
157762,1,313,1395
123636,5,228,1584
149106,2,298,498
71943,3,246,747
18584,2,194,2756
132292,1,257,99
110652,1,200,249
189315,1,42,558
92083,3,345,3735
154104,1,295,3588
48382,3,314,1245
101575,2,168,238
170082,1,91,209
82242,9,27,5478
137473,5,46,6333
187964,1,47,797
24263,15,49,7093
171433,2,2,528
134184,5,129,4186
112003,1,362,627
125694,4,256,849
145963,1,222,109
159654,1,274,99
190689,2,29,3168
115515,6,72,1596
125007,1,348,249
134084,10,160,5484
91047,1,239,1777
156142,5,241,1395
146650,1,244,249
112690,1,268,872
169395,3,78,2988
178887,2,3,3068
147337,4,26,3018
190002,1,40,558
102262,1,358,654
114828,5,164,6634
135435,1,373,249
113377,1,138,476
136222,1,215,418
156829,1,144,119
144927,1,102,102
68302,4,179,2091
46908,2,361,498
124320,3,274,272
101475,5,263,525
24850,4,234,996
140198,4,21,2443
516,7,13,945
175747,1,56,1117
95495,1,0,2733
184652,1,107,136
36480,6,236,1113
165419,1,165,1485
123218,2,345,566
114728,2,344,1174
267,1,258,1494
20187,4,139,891
185339,3,10,3833
45657,1,55,1794
175060,1,45,3586
122282,4,7,1892
192040,2,40,1274
115415,1,137,897
166355,1,110,299
164732,1,135,209
88107,2,346,418
62637,1,366,109
113792,2,344,598
140885,1,286,119
96812,1,299,1494
159869,1,148,249
155140,4,13,1750
150477,5,19,4749
160805,2,12,684
154891,4,70,1245
171871,1,111,299
191104,1,134,297
104200,6,301,3107
76892,9,174,3047
133497,1,303,299
133746,1,323,34
174124,1,129,1674
186026,1,156,34
132810,2,2,607
6032,2,130,1194
170397,1,130,1794
171184,1,73,558
134433,6,296,1627
149790,2,301,418
191791,1,81,119
94559,1,148,1743
181512,1,76,418
153417,1,298,34
155827,1,267,209
151413,1,247,249
160118,3,80,2700
154204,2,211,447
103264,1,205,99
152100,1,102,34
128047,3,65,3025
31651,7,18,3585
206295,1,52,299
187062,1,49,797
154353,5,69,2091
161592,3,0,3971
119142,1,362,218
109650,4,168,5787
83344,1,356,598
153517,4,269,2688
118555,2,226,198
118206,21,14,8466
160656,3,48,1006
186962,1,53,897
206733,2,44,897
186126,2,132,1166
119491,3,266,1794
128983,1,350,1674
83244,4,318,396
161492,1,309,209
154453,1,226,119
207082,2,20,521
30615,9,14,4550
108027,5,96,6075
129421,11,21,9462
108276,3,97,2172
186275,2,99,1116
185439,1,191,408
195767,1,183,209
160556,2,183,2990
20287,2,284,498
129670,1,352,299
98535,1,315,498
139162,1,217,209
207669,1,172,209
185588,1,77,846
108963,4,8,3914
207769,7,77,2093
197490,2,50,897
195867,1,46,837
128734,1,331,209
186375,1,152,996
206982,2,130,598
118455,4,219,3516
130357,4,283,2490
150128,3,228,495
139849,4,224,3735
97848,1,354,1116
119242,1,359,68
140951,4,42,1824
132295,1,194,1743
105402,18,90,4332
166421,13,33,2277
157765,2,131,2673
191725,1,82,313
174911,2,42,897
183235,1,57,249
122216,2,373,627
96746,1,151,198
54983,3,215,5907
174058,8,4,3486
114579,6,216,1788
148588,2,283,1188
148754,1,338,627
194665,1,179,1494
123284,1,316,747
131774,5,259,500
157244,5,221,1794
89109,1,308,249
140098,1,282,249
111688,19,19,28116
181363,3,44,102
107274,6,6,238
195518,2,0,1295
190351,2,20,5598
168293,1,98,99
164383,3,177,594
126009,2,295,1992
117353,1,197,119
176949,1,110,119
87071,4,129,8424
66464,27,6,3572
158618,1,68,299
184586,1,82,209
138060,3,48,6610
197656,1,46,837
150626,3,84,187
124658,8,163,4104
138011,1,314,2093
104051,1,176,2988
133646,1,302,34
19188,1,330,34
130978,3,296,837
152913,1,237,498
178074,10,17,5083
121300,4,150,1952
206793,1,119,249
195386,1,47,897
142199,1,250,204
101741,1,202,299
132707,1,256,99
115395,1,137,209
147440,1,312,279
124887,1,350,68
127466,2,348,1245
11007,2,265,1245
119053,2,256,1692
167646,1,52,897
198612,1,51,74
172933,1,55,807
47575,4,11,4826
130692,5,175,2418
129481,3,146,756
112169,2,316,2790
42952,1,298,99
155621,2,156,228
152627,1,209,109
138973,1,284,249
117038,1,132,34
166049,2,113,856
52169,7,78,6568
183361,1,63,209
170872,1,72,109
198094,1,40,209
102952,1,203,2988
137330,1,369,68
127420,7,116,891
165631,5,157,1494
156139,1,324,209
66902,3,292,747
154642,1,181,209
122279,1,132,396
192707,3,11,1688
176059,1,110,857
88319,2,254,517
154124,1,295,34
144214,1,103,299
164838,1,139,1410
143696,1,131,396
115309,5,274,3164
148937,4,103,1494
86922,7,131,2490
58203,1,317,498
136451,3,81,836
164234,4,131,4171
168857,1,56,797
181214,1,74,299
185044,1,77,74
135229,5,141,3199
151416,3,98,3670
156371,1,145,209
113294,1,153,299
41827,2,245,2739
146922,1,211,34
134436,2,283,348
163902,1,263,34
145711,1,238,1494
139059,1,219,1494
194350,2,111,1334
116188,1,13,1462
187105,1,48,847
194436,1,120,218
186773,1,85,209
177038,1,104,34
161887,3,145,1668
133500,1,303,249
158386,1,233,68
141074,1,300,299
136165,1,226,34
107446,1,202,249
179053,2,42,1495
162823,2,221,1494
113580,1,132,1196
118203,1,320,498
109461,3,209,1245
184758,1,173,99
73354,3,93,6714
161094,2,130,2988
170586,1,130,1056
132375,5,181,1641
178406,1,107,34
139952,5,226,7221
82846,1,366,279
111565,1,363,109
162173,1,149,279
158100,1,299,627
149687,1,292,558
160158,1,146,498
120868,14,53,5079
189913,1,41,797
163109,1,263,209
141967,3,185,5681
160115,1,235,558
84861,3,185,1295
150666,1,299,249
147672,1,278,68
142803,1,292,299
172601,2,118,508
177470,1,174,594
183029,8,11,2317
127752,1,132,279
95289,9,69,4332
198180,8,1,2447
190849,1,46,249
85797,3,214,447
148651,1,324,299
22846,27,13,16362
123029,22,10,7998
187752,1,47,807
171522,1,58,797
192621,1,77,109
205064,1,44,249
96225,1,180,2232
83782,4,320,996
101094,2,257,1614
193457,2,8,218
126816,1,175,1116
109504,1,137,747
175741,1,56,947
158429,7,87,2241
138698,9,0,6459
101655,2,86,398
195472,1,51,797
10257,6,156,4292
70446,2,314,2490
181907,1,178,767
121386,6,143,1108
186816,2,55,68
167085,1,189,249
156414,7,69,1318
207354,9,19,1769
99640,13,48,6435
124612,2,136,3984
133268,1,372,1743
170025,2,105,3826
89773,1,288,34
95939,4,208,996
141924,1,224,209
165070,1,241,249
176952,3,18,645
201924,1,43,418
159640,2,18,498
177281,1,178,68
115266,10,148,2869
106610,1,153,1116
134997,1,339,119
117685,1,321,357
143653,1,250,34
126341,1,140,34
168296,2,64,238
128027,4,12,951
114416,4,82,5727
136683,12,11,3486
183922,3,19,3087
192578,1,78,1494
161655,1,149,249
166610,1,118,249
170311,3,128,3486
156700,1,337,418
132982,1,256,34
131728,1,342,1674
165356,1,138,1674
178967,1,105,119
154685,1,184,2392
163341,1,150,209
168339,1,56,1067
168582,1,60,594
191728,1,82,209
183072,3,26,1016
146029,4,22,238
89255,2,271,2988
80599,1,357,249
171997,3,172,897
63115,1,189,1494
176995,1,104,109
173769,1,88,249
168553,1,53,299
93428,6,212,1779
94350,2,145,68
111662,5,202,1293
153946,1,222,68
126269,1,141,119
162602,1,181,249
143581,3,131,2490
103006,1,200,119
117613,1,173,109
185230,1,77,119
76348,7,132,5229
175151,1,50,807
193886,1,51,777
166495,1,118,1188
85004,3,305,1468
149183,2,310,418
157839,1,311,99
126037,1,318,109
119800,1,270,34
121858,2,131,2988
71871,18,11,25600
176923,1,130,837
168267,2,28,836
197112,2,9,1973
97839,9,102,3861
153660,1,295,34
159611,1,238,1794
162316,1,100,119
145121,1,245,34
194407,1,121,249
147826,9,133,931
130514,1,89,102
139170,2,174,3069
80527,2,349,317
136465,2,345,102
89183,1,336,398
122007,2,72,1562
202914,2,1,418
95867,7,47,2158
171779,2,103,218
191181,1,94,249
151888,1,102,249
8127,7,23,8158
59153,2,330,505
143232,4,223,6279
67809,3,282,1554
87211,1,303,218
134576,1,328,249
113869,6,93,13019
44695,24,12,4900
157690,2,78,1863
116574,2,10,876
131181,1,314,209
44460,17,2,5757
145439,1,103,279
205035,1,45,857
192549,1,79,34
183893,1,57,837
67523,1,353,517
154095,4,129,784
131032,1,314,1245
175237,1,128,279
143518,3,230,537
162751,1,268,34
166581,1,161,299
127723,1,133,109
100630,12,72,3655
134258,1,142,1992
140209,1,225,119
104460,1,344,837
119067,1,350,209
121772,1,374,119
125602,1,347,34
83318,4,290,1196
106581,1,165,34
133239,9,12,2529
190428,1,41,857
139488,3,44,2789
181772,1,104,470
206658,1,120,119
173116,1,89,815
173030,1,164,99
199084,1,134,1245
148144,1,312,109
124583,1,348,209
155718,1,266,34
141895,1,225,299
164374,1,192,209
152409,5,41,4421
178377,1,107,34
146458,3,235,3015
163770,5,62,1933
144835,1,103,109
127437,1,357,99
32664,1,346,498
118781,1,317,249
136179,1,226,249
137802,1,302,109
161065,1,145,99
155114,1,136,34
162837,4,136,255
171493,2,40,1045
200123,1,70,109
83753,1,13,2829
197716,1,44,797
150351,4,278,792
118632,1,320,99
188805,1,74,249
127288,1,315,696
159007,1,240,299
101065,3,353,747
148430,2,163,3037
135944,1,225,34
139774,1,256,249
116860,24,3,36970
94181,5,88,2241
187288,1,48,897
81695,4,56,2241
195944,1,46,897
9146,2,178,4730
490,4,290,396
88230,1,285,747
181921,1,72,34
177942,1,109,99
160630,1,70,34
64234,6,170,668
138151,3,132,297
120839,10,184,6278
81546,5,178,2688
113265,1,162,279
129495,1,314,109
185516,1,79,119
146807,1,221,249
154381,2,149,204
151974,1,103,249
133972,7,63,12198
175088,2,43,777
173465,1,54,857
141546,1,315,418
125316,1,349,109
167514,1,62,498
164809,1,140,996
37576,6,272,1351
148579,2,299,2889
131267,1,344,594
139923,2,232,68
150202,1,234,249
158858,1,232,209
194725,1,134,1116
103991,6,148,6713
11004,2,337,1522
159176,4,196,1494
142196,3,227,1405
120971,1,327,990
125216,7,230,2691
137951,1,314,418
108236,1,201,209
154931,3,150,837
177745,1,130,209
181990,1,74,68
145754,11,46,884
168353,1,56,947
168568,1,60,249
185548,1,78,299
83453,3,209,5272
100433,4,97,1743
128774,1,374,299
134393,1,365,1116
162734,1,269,119
157871,1,308,34
151373,1,233,279
158558,3,73,2490
178363,1,108,119
40101,2,11,1100
171293,1,113,470
175538,1,60,198
188273,1,48,249
161383,3,179,747
154313,3,93,2616
131668,1,344,606
127423,1,358,99
165628,1,308,249
476,1,326,136
148648,1,324,238
182425,1,55,777
193743,1,51,74
43788,3,82,10958
165113,2,222,498
161326,1,228,594
91027,2,162,238
191771,1,81,99
164552,5,152,1044
122597,4,16,6569
18627,2,202,1984
101698,2,301,1993
129999,3,308,1199
129756,2,310,218
17373,1,363,249
131253,1,313,209
139909,1,216,209
183879,3,50,981
207068,9,19,8439
166567,6,20,2990
179010,1,97,1794
6702,10,14,1839
44031,1,4,99
